"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/HairStrands/Materials/HairDebugMaterial.HairDebugMaterial","0","74","3","1","116.491386","0","623"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","8","8","1","10.290670","0","8"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","24","3","1","37.085335","0","66"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","8","1","1","11.262047","0","18"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","2","2","1","2.766462","0","2"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","12","5","1","21.503744","0","30"
"/Engine/VREditor/TransformGizmo/Main.Main","0","8","8","1","11.827781","0","12"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","0","50","10","1","70.316917","0","234"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","52","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","19","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","115","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","1100","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","34","10","1","45.817245","0","122"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","4","4","1","3.645188","0","6"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","4","4","1","3.874314","0","4"
"/Game/Characters/Chibi/Materialmat.Materialmat","0","34","11","1","52.317043","0","126"
"/Game/Characters/Chibi/Materialmat1_hurt.Materialmat1_hurt","0","34","5","1","48.449810","0","114"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","19","7","1","16.565493","0","61"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","7","8","1","8.216284","0","8"
"/Game/Geometry/Meshes/CubeMaterial.CubeMaterial","0","21","1","1","33.681690","0","72"
"/Game/Assets/Collectibles/Cylinder_Cylinder_001Mat.Cylinder_Cylinder_001Mat","0","12","3","1","19.405611","0","33"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","63","6","1","88.488579","0","425"
"/Game/Assets/Materials/PlatformOpacityMAT.PlatformOpacityMAT","0","28","1","1","74.665077","0","98"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","0","21","2","1","100.842865","0","72"
"/Engine/EngineMaterials/BlinkingCaret.BlinkingCaret","0","8","8","1","29.942156","0","11"
"/Game/LPSDeluxe2TropicalEnvironment/LPSD2_Materials/Materials/Master_Color/M_Color_Master.M_Color_Master","0","42","58","2","169.277435","0","429"
"/Game/Assets/Materials/M_Aura.M_Aura","0","66","1","1","107.446465","0","370"
"/Game/Assets/Materials/PP_OutlineMAT.PP_OutlineMAT","0","4","4","1","4.436601","0","4"
"/Game/Assets/Materials/CelShading.CelShading","0","4","4","1","3.947865","0","4"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","2","2","1","2.924538","0","3"
"/Engine/BufferVisualization/AmbientOcclusion.AmbientOcclusion","0","10","10","1","13.903260","0","19"
"/Game/Assets/Materials/M_Shield.M_Shield","0","28","5","1","87.784035","0","85"
"/Game/Characters/Enemy/Ch19_Body.Ch19_Body","0","24","3","1","35.784256","0","95"
"/Game/Assets/Materials/M_Glow.M_Glow","0","0","2","1","0.000000","0","0"
"/Game/Assets/Materials/LineMAT.LineMAT","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_AssetPlatform.M_AssetPlatform","0","0","21","1","0.000000","0","0"
"/Game/Assets/Materials/PlateMAT.PlateMAT","0","0","12","1","0.000000","0","0"
"/Game/ThirdPerson/Meshes/RampMaterial.RampMaterial","0","0","21","1","0.000000","0","0"
"/Game/Assets/Materials/M_ConveyorBelt.M_ConveyorBelt","0","24","6","1","34.960728","0","72"
"/Game/StarterContent/Materials/M_Concrete_Tiles.M_Concrete_Tiles","0","21","4","1","35.756157","0","82"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.M_Tech_Hex_Tile_Pulse","0","21","9","1","36.190582","0","76"
"/Game/StarterContent/Materials/M_Metal_Brushed_Nickel.M_Metal_Brushed_Nickel","0","21","10","1","35.508759","0","72"
"/Game/StarterContent/Materials/M_Metal_Chrome.M_Metal_Chrome","0","21","1","1","34.877968","0","83"
"/Game/StarterContent/Props/Materials/M_Frame.M_Frame","0","21","9","1","36.496487","0","84"
"/Game/StarterContent/Materials/M_Glass.M_Glass","0","42","1","1","177.856628","0","226"
"/Game/StarterContent/Particles/Materials/M_Dust_Particle.M_Dust_Particle","0","112","1","1","196.820267","0","985"
"/Game/StarterContent/Materials/M_Wood_Walnut.M_Wood_Walnut","0","21","4","1","37.123997","0","80"
"/Game/StarterContent/Materials/M_Wood_Pine.M_Wood_Pine","0","21","5","1","37.685516","0","82"
"/Game/StarterContent/Materials/M_Wood_Oak.M_Wood_Oak","0","21","7","1","33.251221","0","85"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.M_Wood_Floor_Walnut_Worn","0","21","10","1","30.231369","0","70"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Polished.M_Wood_Floor_Walnut_Polished","0","21","1","1","29.750303","0","81"
"/Game/StarterContent/Materials/M_Water_Ocean.M_Water_Ocean","0","21","2","1","31.229362","0","81"
"/Game/StarterContent/Materials/M_Water_Lake.M_Water_Lake","0","21","3","1","32.274086","0","84"
"/Game/StarterContent/Materials/M_Tech_Panel.M_Tech_Panel","0","21","3","1","30.725607","0","93"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile.M_Tech_Hex_Tile","0","21","2","1","31.286379","0","76"
"/Game/StarterContent/Materials/M_Tech_Checker_Dot.M_Tech_Checker_Dot","0","21","2","1","30.127325","0","77"
"/Game/StarterContent/Materials/M_Rock_Slate.M_Rock_Slate","0","21","3","1","30.672199","0","80"
"/Game/StarterContent/Materials/M_Rock_Sandstone.M_Rock_Sandstone","0","21","4","1","31.036554","0","81"
"/Game/StarterContent/Materials/M_Rock_Marble_Polished.M_Rock_Marble_Polished","0","21","7","1","32.697704","0","85"
"/Game/StarterContent/Materials/M_Rock_Basalt.M_Rock_Basalt","0","21","9","1","31.529146","0","80"
"/Game/StarterContent/Materials/M_Metal_Steel.M_Metal_Steel","0","21","1","1","29.616461","0","83"
"/Game/StarterContent/Materials/M_Metal_Rust.M_Metal_Rust","0","21","2","1","30.168488","0","73"
"/Game/StarterContent/Materials/M_Metal_Gold.M_Metal_Gold","0","21","3","1","29.712433","0","55"
"/Game/StarterContent/Materials/M_Ground_Moss.M_Ground_Moss","0","21","4","1","31.478144","0","89"
"/Game/StarterContent/Materials/M_Ground_Gravel.M_Ground_Gravel","0","21","2","1","31.083063","0","75"
"/Game/StarterContent/Materials/M_Ground_Grass.M_Ground_Grass","0","21","2","1","30.312252","0","78"
"/Game/StarterContent/Materials/M_Concrete_Panels.M_Concrete_Panels","0","21","9","1","58.345417","0","83"
"/Game/StarterContent/Materials/M_Concrete_Grime.M_Concrete_Grime","0","21","1","1","31.301426","0","82"
"/Game/StarterContent/Materials/M_CobbleStone_Smooth.M_CobbleStone_Smooth","0","21","3","1","37.666866","0","106"
"/Game/StarterContent/Materials/M_CobbleStone_Rough.M_CobbleStone_Rough","0","21","7","1","36.673347","0","97"
"/Game/StarterContent/Materials/M_CobbleStone_Pebble.M_CobbleStone_Pebble","0","21","1","1","30.338463","0","81"
"/Game/StarterContent/Materials/M_Ceramic_Tile_Checker.M_Ceramic_Tile_Checker","0","21","2","1","29.983212","0","83"
"/Game/StarterContent/Materials/M_Brick_Hewn_Stone.M_Brick_Hewn_Stone","0","21","3","1","30.559675","0","85"
"/Game/StarterContent/Materials/M_Brick_Cut_Stone.M_Brick_Cut_Stone","0","21","2","1","30.737154","0","73"
"/Game/StarterContent/Materials/M_Brick_Clay_Old.M_Brick_Clay_Old","0","21","1","1","30.683271","0","75"
"/Game/StarterContent/Materials/M_Brick_Clay_New.M_Brick_Clay_New","0","21","2","1","31.058168","0","79"
"/Game/StarterContent/Materials/M_Brick_Clay_Beveled.M_Brick_Clay_Beveled","0","21","7","1","30.394979","0","73"
"/Engine/EngineMaterials/AntiAliasedTextMaterialTranslucent.AntiAliasedTextMaterialTranslucent","0","30","1","1","45.512508","0","111"
"/Game/StarterContent/Materials/M_Concrete_Poured.M_Concrete_Poured","0","21","3","1","33.396236","0","89"
"/Game/StarterContent/Props/Materials/M_TableRound.M_TableRound","0","21","10","1","58.279247","0","56"
"/Game/StarterContent/Props/Materials/M_Statue.M_Statue","0","21","4","1","36.082272","0","108"
"/Game/StarterContent/Props/Materials/M_StatueGlass.M_StatueGlass","0","42","1","1","188.973831","0","281"
"/Game/StarterContent/Props/Materials/M_Chair.M_Chair","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Copper.M_Metal_Copper","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Burnished_Steel.M_Metal_Burnished_Steel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Lamp.M_Lamp","0","21","2","1","37.459423","0","80"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","0","84","2","1","163.267776","0","726"
"/Game/StarterContent/Particles/Materials/M_Spark.M_Spark","0","24","2","1","31.364822","0","85"
"/Game/StarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","0","32","9","1","40.681435","0","145"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.M_LightStage_Skybox_Master","0","2","4","2","2.629438","0","2"
"/Water/Materials/WaterSurface/Water_Material.Water_Material","0","363","10","3","1823.564087","0","8276"
"/Landmass/Landscape/Mats/Preview/SandMesh.SandMesh","0","35","80","1","43.614922","0","170"
"/Game/Mannequin/Character/Materials/M_Male_Body.M_Male_Body","0","72","91","2","82.819336","0","435"
"/Game/LPSDeluxe2TropicalEnvironment/LPSD2_Materials/SpecialMaterials/MiscMaterials/M_GoldCoin_Top_1.M_GoldCoin_Top_1","0","47","10","1","67.016182","0","238"
"/Landmass/DistanceFields/Materials/JumpFloodStep.JumpFloodStep","0","8","8","1","12.359504","0","8"
"/Engine/EditorMaterials/Thumbnails/SkySphereMaterial.SkySphereMaterial","0","2","2","1","3.256735","0","2"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Arrows.M_LightStage_Arrows","0","2","2","1","2.942872","0","2"
"/Game/LPSDeluxe2TropicalEnvironment/LPSD2_Materials/SpecialMaterials/MiscMaterials/M_LavaFlow_1.M_LavaFlow_1","0","43","11","1","61.082638","0","211"
"/Game/LPSDeluxe2TropicalEnvironment/LPSD2_Materials/SpecialMaterials/MiscMaterials/M_TreeBreeze_Display.M_TreeBreeze_Display","0","90","11","1","113.701996","0","636"
"/Game/LPSDeluxe2TropicalEnvironment/LPSD2_Materials/SpecialMaterials/2ToneMaterials/MI_Mount_Green_2.MI_Mount_Green_2","0","42","10","1","64.971794","0","277"
"/Game/LPSDeluxe2TropicalEnvironment/LPSD2_Materials/SpecialMaterials/WaterMaterials/M_Water_Tropic.M_Water_Tropic","0","43","7","1","62.478569","0","248"
"/Game/StarterContent/Particles/Materials/M_radial_ramp.M_radial_ramp","0","32","8","1","39.428917","0","164"
"/Water/Materials/Brushes/MeshBrush_Width.MeshBrush_Width","0","2","2","1","3.072320","0","2"
"/Game/LPSDeluxe2TropicalEnvironment/LPSD2_Materials/SpecialMaterials/WaterMaterials/M_WaterSplash.M_WaterSplash","0","43","11","1","59.967209","0","175"
"/Water/Materials/Brushes/MeshBrush_Weightmap.MeshBrush_Weightmap","0","2","2","1","2.636878","0","2"
"/Game/Assets/Materials/Black.Black","0","12","12","1","20.314531","0","14"
"/Game/StarterContent/Particles/Materials/M_Heat_Distortion.M_Heat_Distortion","0","36","10","1","40.526844","0","177"
"/Game/LPSDeluxe2TropicalEnvironment/LPSD2_Materials/SpecialMaterials/MiscMaterials/M_GoldCoin_Top_2.M_GoldCoin_Top_2","0","47","8","1","63.136349","0","244"
"/Water/Materials/Brushes/MeshBrush_Island.MeshBrush_Island","0","2","2","1","2.616282","0","2"
"/Game/LPSDeluxe2TropicalEnvironment/LPSD2_Materials/SpecialMaterials/2SidedMaterials/M_2Side_Master.M_2Side_Master","0","52","11","1","79.969193","0","324"
"/Game/Assets/Materials/Blue.Blue","0","12","9","1","20.164431","0","34"
"/Game/StarterContent/Particles/Materials/m_flare_01.m_flare_01","0","32","6","1","41.970139","0","145"
"/Game/StarterContent/Particles/Materials/M_explosion_subUV.M_explosion_subUV","0","24","9","1","30.332157","0","95"
"/Game/LPSDeluxe2TropicalEnvironment/LPSD2_Materials/SpecialMaterials/2ToneMaterials/M_Mount_Master.M_Mount_Master","0","42","10","1","66.098976","0","254"
"/Game/LPSDeluxe2TropicalEnvironment/LPSD2_Materials/SpecialMaterials/WaterMaterials/M_WaterFall.M_WaterFall","0","43","6","1","60.812195","0","166"
"/Game/LPSDeluxe2TropicalEnvironment/LPSD2_Materials/SpecialMaterials/WaterMaterials/M_Water_Waves.M_Water_Waves","0","55","6","1","197.140289","0","416"
"/Game/LPSDeluxe2TropicalEnvironment/LPSD2_Materials/SpecialMaterials/2ToneMaterials/MI_Mount_Volcano.MI_Mount_Volcano","0","42","10","1","65.071709","0","200"
"/Game/Assets/Materials/Dissolve.Dissolve","0","12","12","1","20.487543","0","18"
"/Game/Assets/Materials/CelShaderMAT.CelShaderMAT","0","4","4","1","3.652110","0","5"
"/Game/Assets/Materials/Water2.Water2","0","12","4","1","68.888329","0","49"
"/Game/LPSDeluxe2TropicalEnvironment/LPSD2_Materials/SpecialMaterials/MiscMaterials/M_GoldCoin_Base2.M_GoldCoin_Base2","0","21","10","1","35.971500","0","60"
"/Game/LPSDeluxe2TropicalEnvironment/LPSD2_Materials/SpecialMaterials/MiscMaterials/M_LPSD2_Logo.M_LPSD2_Logo","0","21","10","1","34.707741","0","97"
"/Game/StarterContent/Props/Materials/M_Shelf.M_Shelf","0","21","10","1","35.734520","0","81"
"/Game/LPSDeluxe2TropicalEnvironment/LPSD2_Materials/SpecialMaterials/MiscMaterials/M_GoldCoin_Base_1.M_GoldCoin_Base_1","0","21","10","1","35.469021","0","73"
"/Landmass/DistanceFields/Materials/DetectEdges.DetectEdges","0","8","8","1","14.241597","0","13"
"/Game/Assets/Tropical_Environment/LPSD2_Materials/SpecialMaterials/2ToneMaterials/MI_Mount_LightGray.MI_Mount_LightGray","0","42","8","1","66.980309","0","306"
"/Game/Assets/Materials/Water.Water","0","12","1","1","69.434242","0","51"
"/Water/Materials/Brushes/MeshBrush_Angle.MeshBrush_Angle","0","2","2","1","3.137735","0","2"
"/Water/Materials/Brushes/FinalizeWaterTexture.FinalizeWaterTexture","0","8","8","1","11.121028","0","8"
"/Water/Materials/Brushes/CompositeWaterBodyTexture.CompositeWaterBodyTexture","0","8","8","1","11.203327","0","8"
"/Engine/EditorMeshes/ColorCalibrator/M_GreyBall.M_GreyBall","0","21","10","1","34.466766","0","80"
"/Game/LPSDeluxe2TropicalEnvironment/LPSD2_Materials/SpecialMaterials/MiscMaterials/M_Torch.M_Torch","0","114","11","1","132.981598","0","878"
"/Game/LPSDeluxe2TropicalEnvironment/LPSD2_Materials/SpecialMaterials/MiscMaterials/M_LightShaft.M_LightShaft","0","42","5","1","96.590248","0","208"
"/Water/Materials/PostProcessing/M_UnderWater_PostProcess_Volume.M_UnderWater_PostProcess_Volume","0","12","12","1","13.698828","0","14"
"/Game/StarterContent/Props/Materials/M_MaterialSphere_Plain.M_MaterialSphere_Plain","0","12","12","1","19.739803","0","22"
"/Water/Materials/Brushes/CanvasDrawing.CanvasDrawing","0","10","10","1","10.513308","0","15"
"/Game/LPSDeluxe2TropicalEnvironment/LPSD2_Materials/SpecialMaterials/MiscMaterials/M_VolcanoSmoke.M_VolcanoSmoke","0","43","7","1","63.378094","0","237"
"/Game/StarterContent/Particles/Materials/M_Burst.M_Burst","0","30","8","1","37.025223","0","139"
"/Game/StarterContent/Materials/M_ColorGrid_LowSpec.M_ColorGrid_LowSpec","0","21","10","1","35.201965","0","61"
"/Game/LPSDeluxe2TropicalEnvironment/LPSD2_Materials/Landscape/M_Landscape_LowPolyTropical.M_Landscape_LowPolyTropical","0","21","10","1","35.518238","0","81"
"/Engine/EditorMeshes/ColorCalibrator/M_ColorGrid.M_ColorGrid","0","21","10","1","35.238228","0","61"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoatBlack.M_ClearCoatBlack","0","21","10","1","34.915104","0","62"
"/Game/StarterContent/Props/Materials/M_Rock.M_Rock","0","21","9","1","35.251202","0","104"
"/Game/StarterContent/Props/Materials/M_Bush.M_Bush","0","47","8","1","63.044102","0","228"
"/Landmass/Landscape/BlueprintBrushes/Materials/RenderSplineDepths.RenderSplineDepths","0","4","4","1","4.574735","0","4"
"/Game/StarterContent/Props/Materials/M_MaterialSphere.M_MaterialSphere","0","12","8","1","19.452164","0","34"
"/Game/StarterContent/Props/Materials/M_Door.M_Door","0","21","8","1","35.849770","0","82"
"/Landmass/Landscape/BlueprintBrushes/Materials/CacheDistanceField.CacheDistanceField","0","8","8","1","13.895662","0","12"
"/Game/LPSDeluxe2TropicalEnvironment/LPSD2_Materials/SpecialMaterials/MiscMaterials/M_JollyRoger.M_JollyRoger","0","0","44","1","0.000000","0","0"
"/Game/LPSDeluxe2TropicalEnvironment/LPSD2_Materials/SpecialMaterials/WaterMaterials/M_Water_Calm.M_Water_Calm","0","55","2","1","193.193878","0","592"
"/Landmass/DistanceFields/Materials/BlurEdges.BlurEdges","0","8","8","1","11.728912","0","8"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoat.M_ClearCoat","0","21","10","1","35.210785","0","76"
"/Game/Assets/Materials/Green.Green","0","12","12","1","20.237114","0","22"
"/Game/LPSDeluxe2TropicalEnvironment/LPSD2_Materials/SpecialMaterials/WindMaterials/M_Wind_Master.M_Wind_Master","0","90","11","1","118.291290","0","693"
"/Game/StarterContent/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","0","24","8","1","31.042423","0","94"
"/Game/LPSDeluxe2TropicalEnvironment/LPSD2_Materials/SpecialMaterials/MiscMaterials/M_Glass_Window.M_Glass_Window","0","42","2","1","168.117462","0","282"
"/Game/LPSDeluxe2TropicalEnvironment/LPSD2_Materials/SpecialMaterials/MiscMaterials/M_LavaFlow_3.M_LavaFlow_3","0","43","11","1","63.794571","0","207"
"/Engine/EditorMeshes/ColorCalibrator/M_ChromeBall.M_ChromeBall","0","33","10","1","50.518166","0","142"
"/Game/StarterContent/Materials/M_Basic_Floor.M_Basic_Floor","0","21","10","1","34.664589","0","70"
"/Game/LPSDeluxe2TropicalEnvironment/LPSD2_Materials/SpecialMaterials/MiscMaterials/M_LavaFlow_2.M_LavaFlow_2","0","43","11","1","60.742504","0","181"
"/Game/LPSDeluxe2TropicalEnvironment/LPSD2_Materials/SpecialMaterials/MiscMaterials/M_WindSails.M_WindSails","0","90","11","1","121.528053","0","635"
"/Game/LPSDeluxe2TropicalEnvironment/LPSD2_Materials/SpecialMaterials/MiscMaterials/M_WoodPlank.M_WoodPlank","0","0","21","1","0.000000","0","0"
"/Game/LPSDeluxe2TropicalEnvironment/LPSD2_Materials/SpecialMaterials/MiscMaterials/M_JollyRogerDisplay.M_JollyRogerDisplay","0","26","11","1","43.629253","0","96"
"/Game/LPSDeluxe2TropicalEnvironment/LPSD2_Materials/SpecialMaterials/MiscMaterials/M_TreeBreeze.M_TreeBreeze","0","90","11","1","116.183411","0","697"
"/Game/Assets/Materials/Portal.Portal","0","10","10","1","13.043924","0","18"
